ax,ay,az,gx,gy,gz,target,target_name
-3.67,-1.05,9.7,-0.06,-0.05,-0.02,2.0,esquerra-dreta
-3.22,-1.25,9.53,-0.07,-0.07,-0.05,2.0,esquerra-dreta
-3.43,-1.19,9.52,-0.09,-0.07,-0.08,2.0,esquerra-dreta
-3.91,-0.89,9.5,-0.08,-0.06,-0.12,2.0,esquerra-dreta
-3.65,-1.2,9.55,-0.07,-0.04,-0.16,2.0,esquerra-dreta
-3.42,-1.22,9.76,-0.23,0.07,-0.28,2.0,esquerra-dreta
-2.79,-1.5,9.58,-0.32,0.12,-0.34,2.0,esquerra-dreta
-2.85,-1.3,9.47,-0.28,0.08,-0.3,2.0,esquerra-dreta
-3.44,-1.07,9.7,-0.2,0.05,-0.18,2.0,esquerra-dreta
-3.34,-1.1,9.46,-0.06,-0.04,-0.07,2.0,esquerra-dreta
-2.82,-1.46,9.39,0.02,-0.01,-0.07,2.0,esquerra-dreta
-2.38,-1.13,9.54,-0.07,0.04,-0.12,2.0,esquerra-dreta
-1.34,-0.87,9.56,0.05,-0.01,-0.1,2.0,esquerra-dreta
-1.47,-0.92,9.7,0.21,-0.08,-0.04,2.0,esquerra-dreta
-1.91,-0.87,9.63,0.05,-0.08,0.13,2.0,esquerra-dreta
-0.06,-1.08,9.65,0.03,-0.11,0.16,2.0,esquerra-dreta
0.38,-0.97,9.62,0.23,-0.05,0.01,2.0,esquerra-dreta
-0.52,-0.34,9.67,0.22,-0.06,-0.03,2.0,esquerra-dreta
-0.56,-0.58,9.41,0.31,-0.02,0.15,2.0,esquerra-dreta
-0.65,-0.44,9.53,0.29,-0.04,0.32,2.0,esquerra-dreta
-0.34,0.0,9.62,0.31,0.01,0.49,2.0,esquerra-dreta
0.5,-0.27,9.79,0.28,0.02,0.53,2.0,esquerra-dreta
0.43,-0.41,10.0,-0.02,-0.13,0.49,2.0,esquerra-dreta
0.57,-0.56,9.38,-0.12,-0.08,0.4,2.0,esquerra-dreta
0.86,-0.64,9.93,-0.16,-0.05,0.34,2.0,esquerra-dreta
-0.03,-0.33,9.77,-0.27,-0.14,0.37,2.0,esquerra-dreta
0.3,-0.47,9.44,-0.3,-0.14,0.45,2.0,esquerra-dreta
1.18,-0.41,9.71,-0.23,-0.12,0.49,2.0,esquerra-dreta
2.41,-0.68,9.65,-0.05,-0.19,0.52,2.0,esquerra-dreta
2.69,-0.8,9.48,0.08,-0.2,0.46,2.0,esquerra-dreta
2.66,-0.76,9.65,0.23,-0.21,0.37,2.0,esquerra-dreta
2.42,-0.67,9.43,0.21,-0.16,0.32,2.0,esquerra-dreta
1.51,-0.61,9.4,0.27,0.0,0.42,2.0,esquerra-dreta
2.61,-0.57,9.85,0.21,0.03,0.46,2.0,esquerra-dreta
3.49,-0.76,9.74,0.13,-0.04,0.44,2.0,esquerra-dreta
3.87,-0.94,9.92,0.07,-0.12,0.41,2.0,esquerra-dreta
4.25,-0.81,9.63,-0.04,-0.17,0.34,2.0,esquerra-dreta
4.79,-1.35,9.14,-0.07,-0.13,0.29,2.0,esquerra-dreta
5.2,-1.03,9.94,-0.17,-0.28,0.26,2.0,esquerra-dreta
4.44,-0.85,8.89,0.09,-0.11,0.06,2.0,esquerra-dreta
4.71,-0.58,10.22,-0.09,-0.07,0.07,2.0,esquerra-dreta
3.69,-0.56,9.71,-0.12,-0.13,0.03,2.0,esquerra-dreta
3.36,-0.59,9.67,-0.15,-0.14,0.02,2.0,esquerra-dreta
3.2,-0.81,9.64,-0.2,-0.18,0.01,2.0,esquerra-dreta
3.22,-1.31,9.37,-0.12,-0.08,-0.17,2.0,esquerra-dreta
2.27,-0.99,9.52,-0.04,-0.04,-0.31,2.0,esquerra-dreta
2.15,-0.73,9.74,-0.12,0.01,-0.35,2.0,esquerra-dreta
1.5,-0.7,9.93,0.03,0.0,-0.29,2.0,esquerra-dreta
1.06,-0.45,9.6,0.04,-0.04,-0.26,2.0,esquerra-dreta
0.74,-0.38,9.58,0.03,-0.01,-0.19,2.0,esquerra-dreta
0.83,-0.43,9.68,-0.01,-0.01,-0.15,2.0,esquerra-dreta
1.52,-0.52,9.74,0.02,-0.0,-0.25,2.0,esquerra-dreta
1.59,-0.99,9.17,0.01,-0.01,-0.35,2.0,esquerra-dreta
0.28,0.03,9.6,-0.03,0.01,-0.26,2.0,esquerra-dreta
-0.14,0.34,9.82,0.0,-0.07,-0.07,2.0,esquerra-dreta
-0.56,-0.37,9.67,-0.01,-0.04,0.06,2.0,esquerra-dreta
0.64,-0.85,9.78,-0.05,-0.02,-0.05,2.0,esquerra-dreta
2.08,-1.38,9.56,-0.03,0.02,-0.36,2.0,esquerra-dreta
0.79,-0.89,9.19,-0.1,-0.02,-0.63,2.0,esquerra-dreta
-0.59,-0.21,9.47,-0.14,0.01,-0.58,2.0,esquerra-dreta
-0.67,-0.02,9.63,-0.14,-0.01,-0.41,2.0,esquerra-dreta
-0.13,-0.37,9.59,-0.11,-0.04,-0.33,2.0,esquerra-dreta
0.04,-0.72,9.6,-0.02,-0.02,-0.35,2.0,esquerra-dreta
-0.28,-0.52,9.71,-0.23,-0.03,-0.29,2.0,esquerra-dreta
0.2,-1.36,9.77,0.05,0.01,-0.36,2.0,esquerra-dreta
-0.23,-1.09,9.54,-0.02,0.0,-0.48,2.0,esquerra-dreta
-1.35,-0.94,9.69,-0.06,0.01,-0.54,2.0,esquerra-dreta
-1.59,-0.58,9.42,-0.1,-0.05,-0.49,2.0,esquerra-dreta
-1.38,-1.09,9.48,-0.12,-0.03,-0.42,2.0,esquerra-dreta
-1.47,-1.27,9.67,-0.06,0.01,-0.46,2.0,esquerra-dreta
-2.15,-1.18,9.56,-0.01,-0.03,-0.51,2.0,esquerra-dreta
-2.85,-0.91,9.76,-0.0,0.0,-0.51,2.0,esquerra-dreta
-3.0,-1.22,9.43,-0.02,-0.02,-0.5,2.0,esquerra-dreta
-4.16,-1.07,9.69,-0.04,-0.01,-0.44,2.0,esquerra-dreta
-4.11,-1.18,9.6,-0.04,-0.02,-0.32,2.0,esquerra-dreta
-3.45,-1.53,9.59,-0.06,-0.03,-0.26,2.0,esquerra-dreta
-3.51,-0.96,9.35,-0.22,0.03,-0.28,2.0,esquerra-dreta
-3.26,-1.04,9.63,-0.21,0.03,-0.21,2.0,esquerra-dreta
-3.36,-0.86,9.58,-0.09,0.01,-0.12,2.0,esquerra-dreta
-2.91,-1.03,9.67,-0.04,-0.03,0.0,2.0,esquerra-dreta
-2.67,-1.03,9.45,0.03,-0.03,0.04,2.0,esquerra-dreta
-2.44,-0.87,9.46,-0.01,0.06,0.06,2.0,esquerra-dreta
-1.37,-1.09,9.63,-0.06,0.03,0.08,2.0,esquerra-dreta
-1.49,-0.93,9.72,0.01,-0.07,0.08,2.0,esquerra-dreta
-1.16,-0.69,9.61,0.11,-0.1,0.12,2.0,esquerra-dreta
-1.06,-0.65,9.5,0.12,-0.09,0.15,2.0,esquerra-dreta
-1.02,-1.0,9.67,0.06,-0.1,0.18,2.0,esquerra-dreta
-0.65,-0.59,9.66,0.06,-0.13,0.21,2.0,esquerra-dreta
-0.48,-0.6,9.62,0.09,-0.13,0.27,2.0,esquerra-dreta
-1.13,-0.59,10.59,0.08,-0.11,0.37,2.0,esquerra-dreta
0.47,-0.79,9.43,-0.01,-0.08,0.45,2.0,esquerra-dreta
0.05,-0.61,9.58,-0.04,-0.08,0.49,2.0,esquerra-dreta
-0.28,-0.49,9.73,0.04,-0.1,0.6,2.0,esquerra-dreta
0.86,-0.65,9.63,0.06,-0.13,0.63,2.0,esquerra-dreta
1.37,-0.59,9.6,0.01,-0.1,0.57,2.0,esquerra-dreta
1.5,-0.4,9.62,-0.08,-0.11,0.49,2.0,esquerra-dreta
1.74,-0.52,9.57,-0.05,-0.08,0.44,2.0,esquerra-dreta
1.3,-0.25,9.65,-0.06,-0.11,0.5,2.0,esquerra-dreta
1.84,-0.62,9.66,-0.06,-0.11,0.6,2.0,esquerra-dreta
2.05,-0.58,9.69,-0.08,-0.11,0.66,2.0,esquerra-dreta
2.71,-0.61,9.67,-0.06,-0.14,0.66,2.0,esquerra-dreta
3.24,-0.81,9.65,-0.02,-0.14,0.61,2.0,esquerra-dreta
3.52,-0.87,9.56,-0.01,-0.14,0.53,2.0,esquerra-dreta
3.47,-1.1,9.6,0.02,-0.13,0.44,2.0,esquerra-dreta
3.36,-1.3,9.5,0.03,-0.13,0.37,2.0,esquerra-dreta
3.84,-1.36,9.55,-0.02,-0.11,0.25,2.0,esquerra-dreta
3.83,-1.29,9.59,-0.04,-0.09,0.12,2.0,esquerra-dreta
3.95,-1.44,9.64,-0.05,-0.06,0.04,2.0,esquerra-dreta
4.07,-1.73,9.36,0.0,-0.13,-0.03,2.0,esquerra-dreta
3.37,-1.47,9.43,-0.02,-0.03,-0.12,2.0,esquerra-dreta
3.01,-1.27,9.59,-0.01,-0.03,-0.12,2.0,esquerra-dreta
3.2,-1.38,9.57,0.01,-0.12,-0.14,2.0,esquerra-dreta
2.82,-1.06,9.65,0.04,-0.04,-0.17,2.0,esquerra-dreta
3.24,-1.13,9.62,0.06,-0.04,-0.25,2.0,esquerra-dreta
2.66,-1.02,9.66,0.04,-0.03,-0.37,2.0,esquerra-dreta
2.32,-0.82,9.72,0.01,-0.03,-0.4,2.0,esquerra-dreta
2.61,-0.83,9.4,0.0,-0.06,-0.41,2.0,esquerra-dreta
2.13,-0.71,9.68,0.03,-0.05,-0.39,2.0,esquerra-dreta
1.33,-0.7,9.9,0.03,0.02,-0.39,2.0,esquerra-dreta
1.85,-0.7,9.33,0.01,-0.03,-0.45,2.0,esquerra-dreta
0.72,-0.38,9.6,-0.03,-0.02,-0.51,2.0,esquerra-dreta
0.82,-0.15,9.42,0.01,-0.04,-0.51,2.0,esquerra-dreta
0.99,-0.24,9.63,0.01,-0.05,-0.5,2.0,esquerra-dreta
0.77,-0.57,9.58,0.03,-0.06,-0.46,2.0,esquerra-dreta
0.47,-0.96,9.66,0.02,0.01,-0.52,2.0,esquerra-dreta
-0.24,-0.38,9.73,-0.01,0.02,-0.54,2.0,esquerra-dreta
-0.78,-0.16,9.64,-0.06,-0.04,-0.44,2.0,esquerra-dreta
-0.55,-0.19,9.43,-0.03,-0.06,-0.32,2.0,esquerra-dreta
0.09,-0.69,9.63,-0.0,-0.07,-0.31,2.0,esquerra-dreta
1.01,-0.83,9.24,-0.01,-0.09,-0.49,2.0,esquerra-dreta
-0.53,-0.3,9.96,-0.2,0.03,-0.57,2.0,esquerra-dreta
-1.03,-0.38,9.67,-0.07,-0.02,-0.39,2.0,esquerra-dreta
-1.1,-0.62,9.9,-0.03,-0.01,-0.26,2.0,esquerra-dreta
-0.11,-0.46,9.57,-0.09,-0.05,-0.26,2.0,esquerra-dreta
0.47,-0.96,9.57,-0.13,-0.01,-0.32,2.0,esquerra-dreta
-0.32,-1.31,9.79,-0.14,0.01,-0.5,2.0,esquerra-dreta
-1.19,-0.95,9.26,-0.1,-0.05,-0.56,2.0,esquerra-dreta
-1.92,-0.74,9.63,-0.05,-0.03,-0.44,2.0,esquerra-dreta
-2.44,-0.75,9.92,-0.02,0.01,-0.34,2.0,esquerra-dreta
-2.16,-1.3,9.7,-0.01,-0.01,-0.35,2.0,esquerra-dreta
-2.83,-1.31,9.57,-0.06,-0.0,-0.42,2.0,esquerra-dreta
-3.44,-0.93,9.47,-0.01,-0.08,-0.34,2.0,esquerra-dreta
-4.24,-0.83,9.65,-0.04,-0.06,-0.21,2.0,esquerra-dreta
-3.42,-0.81,9.59,-0.01,-0.06,-0.1,2.0,esquerra-dreta
-3.16,-1.2,9.74,-0.05,-0.04,-0.13,2.0,esquerra-dreta
-2.97,-1.05,9.53,-0.16,0.02,-0.2,2.0,esquerra-dreta
-2.62,-1.33,9.38,-0.15,0.05,-0.27,2.0,esquerra-dreta
-3.19,-1.11,9.55,-0.14,0.08,-0.2,2.0,esquerra-dreta
-3.13,-0.87,9.82,-0.2,0.12,-0.12,2.0,esquerra-dreta
-2.64,-1.03,9.65,-0.14,-0.01,-0.05,2.0,esquerra-dreta
-1.66,-1.13,9.58,0.02,-0.03,-0.08,2.0,esquerra-dreta
-1.5,-1.27,9.51,0.09,-0.01,-0.2,2.0,esquerra-dreta
-2.35,-0.67,9.51,0.03,-0.0,-0.18,2.0,esquerra-dreta
-1.32,-0.84,9.71,0.04,-0.04,-0.1,2.0,esquerra-dreta
-0.86,-0.82,9.55,0.14,-0.13,-0.04,2.0,esquerra-dreta
-1.47,-0.64,9.58,0.06,-0.12,0.12,2.0,esquerra-dreta
-0.04,-1.08,9.67,0.04,-0.11,0.18,2.0,esquerra-dreta
0.3,-1.0,9.58,0.1,-0.1,0.09,2.0,esquerra-dreta
-0.51,-0.54,9.62,0.12,-0.09,0.06,2.0,esquerra-dreta
-0.9,-0.21,10.37,0.19,-0.05,0.18,2.0,esquerra-dreta
0.23,-0.69,9.39,0.13,-0.06,0.19,2.0,esquerra-dreta
0.05,-0.31,9.39,0.12,-0.01,0.21,2.0,esquerra-dreta
0.47,-0.46,9.77,0.19,0.01,0.28,2.0,esquerra-dreta
0.53,-0.43,9.86,0.01,-0.08,0.29,2.0,esquerra-dreta
0.61,-0.13,9.63,-0.04,-0.14,0.35,2.0,esquerra-dreta
0.39,-0.12,9.74,-0.07,-0.15,0.46,2.0,esquerra-dreta
1.49,-0.17,9.66,-0.02,-0.12,0.53,2.0,esquerra-dreta
2.01,-0.07,9.67,0.01,-0.12,0.55,2.0,esquerra-dreta
1.95,-0.11,9.57,0.05,-0.11,0.56,2.0,esquerra-dreta
2.12,-0.27,9.54,0.06,-0.06,0.54,2.0,esquerra-dreta
1.71,-0.19,9.73,0.01,-0.07,0.52,2.0,esquerra-dreta
1.81,-0.57,9.7,-0.04,-0.1,0.52,2.0,esquerra-dreta
1.81,-0.66,9.56,0.0,-0.08,0.51,2.0,esquerra-dreta
1.82,-0.7,9.52,0.09,-0.04,0.52,2.0,esquerra-dreta
2.07,-0.57,9.82,0.07,-0.07,0.49,2.0,esquerra-dreta
2.49,-0.8,9.73,0.03,-0.13,0.46,2.0,esquerra-dreta
3.0,-1.05,9.64,-0.01,-0.15,0.38,2.0,esquerra-dreta
3.71,-1.02,9.14,0.1,-0.05,0.22,2.0,esquerra-dreta
3.86,-1.36,9.46,-0.01,-0.15,0.1,2.0,esquerra-dreta
3.94,-1.05,9.73,-0.0,-0.03,0.02,2.0,esquerra-dreta
2.63,-0.88,9.63,0.04,-0.04,-0.04,2.0,esquerra-dreta
3.41,-0.86,9.63,-0.07,-0.09,0.01,2.0,esquerra-dreta
3.35,-0.92,9.68,-0.08,-0.12,0.03,2.0,esquerra-dreta
3.67,-0.61,9.61,-0.08,-0.14,-0.03,2.0,esquerra-dreta
3.57,-0.56,9.58,-0.05,-0.12,-0.13,2.0,esquerra-dreta
3.16,-0.74,9.6,-0.02,-0.1,-0.21,2.0,esquerra-dreta
-0.14,0.73,9.56,-0.06,-0.24,0.12,3.0,cercle
-0.24,0.86,9.86,-0.01,-0.26,0.1,3.0,cercle
-0.3,0.88,10.05,0.01,-0.21,0.11,3.0,cercle
-0.33,1.03,10.06,-0.05,-0.12,0.12,3.0,cercle
-0.18,1.36,10.16,-0.09,-0.07,0.13,3.0,cercle
0.05,1.72,10.29,-0.12,-0.03,0.08,3.0,cercle
0.37,2.09,10.31,-0.04,-0.04,-0.02,3.0,cercle
0.68,1.97,10.38,0.1,-0.07,-0.18,3.0,cercle
0.72,1.31,10.65,0.14,-0.05,-0.25,3.0,cercle
0.7,0.78,10.65,0.05,0.08,-0.21,3.0,cercle
0.72,0.82,10.61,-0.01,0.19,-0.14,3.0,cercle
0.81,0.88,10.34,-0.06,0.29,-0.16,3.0,cercle
0.97,1.12,10.11,0.03,0.29,-0.2,3.0,cercle
1.04,1.18,10.15,0.2,0.22,-0.29,3.0,cercle
1.21,0.94,10.09,0.21,0.21,-0.38,3.0,cercle
1.1,0.23,10.14,0.19,0.21,-0.38,3.0,cercle
0.86,-0.21,10.43,0.12,0.26,-0.3,3.0,cercle
0.79,-0.17,10.67,-0.06,0.41,-0.25,3.0,cercle
0.83,0.34,10.49,-0.12,0.55,-0.27,3.0,cercle
0.98,0.55,9.92,0.05,0.53,-0.38,3.0,cercle
1.02,0.26,9.38,0.28,0.34,-0.47,3.0,cercle
0.85,-0.02,9.76,0.33,0.17,-0.5,3.0,cercle
0.45,-0.34,10.55,0.2,0.2,-0.52,3.0,cercle
0.31,-0.39,10.61,0.12,0.38,-0.5,3.0,cercle
0.43,-0.05,9.98,0.07,0.47,-0.49,3.0,cercle
0.58,0.25,9.11,0.14,0.37,-0.48,3.0,cercle
0.59,0.4,9.0,0.24,0.2,-0.49,3.0,cercle
0.4,0.29,9.55,0.17,0.14,-0.54,3.0,cercle
0.33,0.1,9.55,0.12,0.21,-0.59,3.0,cercle
0.37,0.06,9.21,0.19,0.16,-0.58,3.0,cercle
0.34,0.13,9.2,0.12,0.12,-0.57,3.0,cercle
0.5,0.43,9.07,0.04,0.09,-0.57,3.0,cercle
0.65,0.56,8.82,0.07,-0.0,-0.58,3.0,cercle
0.67,0.72,9.17,0.1,-0.09,-0.59,3.0,cercle
0.61,0.78,9.81,0.06,-0.03,-0.66,3.0,cercle
0.52,0.15,9.73,-0.06,0.1,-0.76,3.0,cercle
0.47,-0.05,9.29,-0.06,0.11,-0.76,3.0,cercle
0.56,0.14,8.8,0.03,-0.01,-0.71,3.0,cercle
0.69,0.63,8.65,0.21,-0.21,-0.69,3.0,cercle
0.64,0.78,9.39,0.42,-0.37,-0.75,3.0,cercle
0.38,0.12,10.05,0.23,-0.25,-0.87,3.0,cercle
0.35,-0.18,9.88,0.03,-0.07,-0.88,3.0,cercle
0.42,-0.16,9.21,-0.02,-0.05,-0.86,3.0,cercle
0.54,-0.06,8.79,0.04,-0.19,-0.84,3.0,cercle
0.51,0.15,9.09,0.12,-0.34,-0.83,3.0,cercle
0.55,0.4,9.66,0.23,-0.41,-0.83,3.0,cercle
0.61,0.23,9.86,0.22,-0.33,-0.85,3.0,cercle
0.71,0.11,9.36,0.2,-0.3,-0.81,3.0,cercle
0.85,0.28,9.27,0.19,-0.41,-0.75,3.0,cercle
0.89,0.41,9.59,0.11,-0.45,-0.71,3.0,cercle
1.1,0.68,9.8,-0.07,-0.38,-0.75,3.0,cercle
1.21,0.34,10.0,-0.04,-0.36,-0.86,3.0,cercle
1.24,0.28,10.2,0.24,-0.38,-0.94,3.0,cercle
1.33,-0.11,9.93,0.28,-0.3,-0.98,3.0,cercle
1.34,-0.68,9.51,0.12,-0.19,-0.9,3.0,cercle
1.19,-0.61,9.29,-0.03,-0.19,-0.81,3.0,cercle
1.34,-0.2,9.18,-0.06,-0.23,-0.78,3.0,cercle
1.37,-0.11,9.57,-0.02,-0.27,-0.82,3.0,cercle
1.22,-0.34,9.94,0.05,-0.22,-0.84,3.0,cercle
1.08,-0.78,9.56,0.04,-0.13,-0.83,3.0,cercle
0.98,-0.92,9.2,-0.06,-0.07,-0.8,3.0,cercle
0.96,-0.84,9.26,-0.15,-0.06,-0.73,3.0,cercle
0.98,-0.91,9.3,-0.17,-0.06,-0.7,3.0,cercle
0.9,-1.04,9.27,-0.1,-0.12,-0.67,3.0,cercle
0.92,-1.02,9.4,-0.01,-0.19,-0.65,3.0,cercle
0.87,-1.24,9.83,-0.02,-0.19,-0.59,3.0,cercle
0.63,-1.42,9.87,-0.16,-0.09,-0.51,3.0,cercle
0.74,-1.24,9.65,-0.21,-0.02,-0.47,3.0,cercle
0.73,-1.02,9.58,-0.23,-0.02,-0.44,3.0,cercle
0.6,-1.09,9.55,-0.18,-0.05,-0.45,3.0,cercle
0.54,-1.27,9.55,-0.16,-0.09,-0.38,3.0,cercle
0.38,-1.32,9.52,-0.14,-0.06,-0.28,3.0,cercle
0.3,-1.12,9.32,-0.11,-0.07,-0.23,3.0,cercle
0.15,-1.16,8.9,-0.14,-0.1,-0.2,3.0,cercle
0.1,-1.23,8.44,-0.13,-0.18,-0.16,3.0,cercle
0.08,-1.02,8.56,-0.08,-0.33,-0.08,3.0,cercle
0.46,-0.56,8.89,-0.05,-0.44,-0.05,3.0,cercle
-0.29,-1.1,9.85,-0.08,-0.42,-0.13,3.0,cercle
-0.25,-1.31,9.81,-0.09,-0.33,-0.14,3.0,cercle
-0.12,-1.26,9.8,-0.11,-0.28,-0.06,3.0,cercle
0.02,-1.15,9.61,-0.05,-0.27,0.12,3.0,cercle
-0.05,-1.12,9.57,-0.1,-0.27,0.15,3.0,cercle
-0.07,-0.97,9.94,-0.15,-0.23,0.16,3.0,cercle
-0.21,-0.86,10.38,-0.09,-0.19,0.19,3.0,cercle
-0.41,-0.99,10.47,-0.03,-0.14,0.13,3.0,cercle
-0.4,-1.22,9.88,-0.03,-0.03,0.18,3.0,cercle
-0.38,-1.24,9.17,-0.06,0.06,0.32,3.0,cercle
-0.35,-0.94,8.82,-0.05,0.04,0.46,3.0,cercle
-0.21,-0.42,8.7,0.02,-0.07,0.6,3.0,cercle
-0.21,-0.09,9.16,0.1,-0.2,0.6,3.0,cercle
-0.35,-0.33,9.86,0.21,-0.27,0.57,3.0,cercle
-0.57,-0.67,10.2,0.18,-0.24,0.51,3.0,cercle
-0.5,-0.49,9.89,0.02,-0.1,0.51,3.0,cercle
-0.17,0.0,9.47,-0.1,-0.0,0.58,3.0,cercle
0.05,0.45,9.6,-0.04,-0.07,0.62,3.0,cercle
-0.08,0.34,9.98,0.14,-0.19,0.59,3.0,cercle
-0.4,0.17,10.34,0.2,-0.17,0.59,3.0,cercle
-0.61,-0.23,10.01,0.15,0.02,0.61,3.0,cercle
-0.56,-0.45,9.2,0.03,0.09,0.64,3.0,cercle
-0.55,-0.23,8.89,-0.08,-0.0,0.7,3.0,cercle
-0.45,0.13,9.06,-0.14,-0.1,0.73,3.0,cercle
-0.43,0.23,9.33,-0.14,-0.2,0.72,3.0,cercle
-0.64,-0.07,10.09,-0.18,-0.23,0.72,3.0,cercle
-0.62,0.08,10.5,-0.24,-0.15,0.72,3.0,cercle
-0.38,0.12,10.17,-0.25,-0.1,0.75,3.0,cercle
-0.24,0.32,10.06,-0.25,-0.12,0.79,3.0,cercle
-0.0,0.6,10.1,-0.23,-0.18,0.76,3.0,cercle
0.15,0.75,10.47,-0.13,-0.24,0.75,3.0,cercle
-0.18,0.32,10.93,-0.05,-0.26,0.77,3.0,cercle
-0.23,0.41,10.98,-0.09,-0.11,0.81,3.0,cercle
0.02,0.62,10.54,-0.12,0.04,0.79,3.0,cercle
0.23,0.74,9.99,-0.09,0.06,0.78,3.0,cercle
0.25,0.77,9.72,-0.05,-0.02,0.75,3.0,cercle
0.03,0.56,9.82,0.03,-0.11,0.73,3.0,cercle
-0.35,0.24,10.14,0.09,-0.14,0.73,3.0,cercle
-0.49,0.16,9.98,0.03,-0.12,0.73,3.0,cercle
-0.43,0.02,9.6,-0.08,-0.02,0.75,3.0,cercle
-0.37,0.21,9.38,-0.17,-0.01,0.77,3.0,cercle
-0.08,0.8,9.17,-0.17,-0.1,0.71,3.0,cercle
0.13,0.89,8.92,-0.12,-0.2,0.62,3.0,cercle
0.1,0.65,8.99,-0.02,-0.2,0.67,3.0,cercle
0.07,0.73,9.15,-0.04,-0.29,0.69,3.0,cercle
0.14,0.88,9.3,-0.09,-0.2,0.64,3.0,cercle
0.3,1.03,9.12,-0.14,-0.11,0.62,3.0,cercle
0.61,1.6,8.98,-0.18,-0.08,0.53,3.0,cercle
0.65,1.79,9.13,-0.14,-0.14,0.33,3.0,cercle
0.68,1.14,9.36,0.01,-0.2,0.19,3.0,cercle
0.63,0.4,9.78,0.08,-0.22,0.21,3.0,cercle
0.64,0.24,10.3,-0.09,-0.12,0.27,3.0,cercle
0.88,0.69,10.5,-0.35,0.08,0.37,3.0,cercle
0.89,1.36,10.53,-0.41,0.18,0.33,3.0,cercle
1.17,1.41,10.12,-0.27,0.12,0.19,3.0,cercle
1.11,1.16,10.35,-0.01,0.03,0.13,3.0,cercle
1.13,0.91,10.52,0.14,0.01,0.13,3.0,cercle
0.86,0.29,10.48,0.14,0.04,0.18,3.0,cercle
0.67,0.04,10.72,0.05,0.15,0.3,3.0,cercle
1.07,1.03,10.44,-0.17,0.26,0.22,3.0,cercle
1.12,1.1,10.56,-0.19,0.24,-0.03,3.0,cercle
0.74,0.29,10.76,0.0,0.11,-0.16,3.0,cercle
0.76,-0.15,10.7,0.15,0.11,-0.09,3.0,cercle
0.81,-0.16,10.55,0.09,0.15,-0.05,3.0,cercle
0.85,0.15,10.42,0.03,0.18,0.01,3.0,cercle
0.95,0.62,10.09,0.02,0.11,-0.04,3.0,cercle
0.77,0.69,10.38,0.03,0.1,-0.07,3.0,cercle
0.9,0.47,10.36,0.05,0.17,-0.06,3.0,cercle
1.04,0.56,9.63,0.1,0.18,0.03,3.0,cercle
1.4,1.15,9.25,0.15,0.1,0.08,3.0,cercle
1.77,1.81,9.08,0.24,-0.02,0.04,3.0,cercle
1.88,1.92,9.31,0.37,-0.13,-0.07,3.0,cercle
2.01,1.69,9.17,0.5,-0.18,-0.17,3.0,cercle
1.83,1.24,9.72,0.43,-0.2,-0.22,3.0,cercle
1.82,0.86,10.09,0.13,-0.01,-0.29,3.0,cercle
2.06,0.84,9.65,-0.16,0.15,-0.34,3.0,cercle
2.35,1.06,9.39,-0.17,0.1,-0.36,3.0,cercle
2.42,0.85,9.63,-0.13,0.05,-0.42,3.0,cercle
2.15,0.31,10.05,-0.11,0.11,-0.5,3.0,cercle
2.21,-0.24,9.78,-0.03,0.16,-0.55,3.0,cercle
2.16,-0.45,9.35,0.06,0.09,-0.54,3.0,cercle
2.21,-0.43,8.99,0.22,-0.06,-0.49,3.0,cercle
2.2,-0.22,9.28,0.21,-0.17,-0.45,3.0,cercle
2.38,0.27,9.55,0.05,-0.09,-0.59,3.0,cercle
2.19,0.04,9.25,0.04,-0.09,-0.8,3.0,cercle
1.99,-0.37,9.03,0.22,-0.26,-0.84,3.0,cercle
1.82,-0.4,9.23,0.39,-0.35,-0.74,3.0,cercle
1.83,-0.25,9.4,0.31,-0.27,-0.65,3.0,cercle
2.07,0.02,9.29,0.1,-0.13,-0.63,3.0,cercle
2.33,0.4,8.97,0.03,-0.12,-0.69,3.0,cercle
2.53,0.39,9.13,0.07,-0.2,-0.8,3.0,cercle
2.24,-0.17,9.67,-0.04,-0.17,-0.96,3.0,cercle
1.94,-0.71,9.75,-0.1,-0.05,-1.03,3.0,cercle
1.76,-0.95,9.44,-0.06,-0.03,-0.95,3.0,cercle
1.74,-0.92,9.27,0.01,-0.1,-0.82,3.0,cercle
1.81,-0.53,9.32,0.13,-0.22,-0.67,3.0,cercle
2.06,0.14,9.55,0.21,-0.3,-0.59,3.0,cercle
2.42,0.57,9.72,0.21,-0.31,-0.63,3.0,cercle
2.5,0.49,9.88,0.13,-0.35,-0.77,3.0,cercle
2.47,-0.25,9.58,0.1,-0.38,-0.92,3.0,cercle
2.17,-0.53,9.46,0.1,-0.36,-0.97,3.0,cercle
2.09,-0.56,9.37,0.01,-0.36,-0.94,3.0,cercle
2.1,-0.17,9.8,-0.05,-0.35,-0.87,3.0,cercle
2.15,0.31,10.09,0.06,-0.3,-0.9,3.0,cercle
2.29,0.08,9.97,0.19,-0.25,-0.96,3.0,cercle
2.19,-0.28,9.83,0.15,-0.15,-0.98,3.0,cercle
2.01,-0.45,9.75,0.03,-0.04,-0.98,3.0,cercle
1.96,-0.38,9.36,-0.07,0.02,-0.96,3.0,cercle
1.91,-0.27,9.2,-0.11,0.02,-0.96,3.0,cercle
1.8,-0.28,9.3,-0.06,-0.02,-0.98,3.0,cercle
